"","year","artist","track","time","week","rank","date"
"1443",2000,"Next","Wifey","4:03",5,36,2000-06-24
"1444",2000,"Nine Days","Absolutely (Story Of...","3:09",5,39,2000-06-03
"1445",2000,"Nine Days","If I Am","4:18",5,100,2000-12-30
"1446",2000,"No Doubt","Simple Kind Of Life","4:11",5,38,2000-07-29
"1447",2000,"Nu Flavor","3 Little Words","3:54",5,94,2000-07-01
"1448",2000,"Offspring, The","Original Prankster","3:42",5,77,2000-12-23
"1449",2000,"Paisley, Brad","We Danced","3:45",5,45,2000-11-11
"1450",2000,"Papa Roach","Last Resort","3:19",5,66,2000-08-26
"1451",2000,"Pearl Jam","Nothing As It Seems","5:20",5,93,2000-06-10
"1452",2000,"Pink","Most Girls","4:06",5,27,2000-09-09
"1453",2000,"Pink","There U Go","3:23",5,11,2000-04-01
"1454",2000,"Price, Kelly","As We Lay","6:20",5,71,2000-08-12
"1455",2000,"Price, Kelly","You Should've Told M...","3:12",5,86,2000-10-21
"1456",2000,"Profyle","Liar","3:57",5,16,2000-10-14
"1457",2000,"Puff Daddy","Best Friend","5:33",5,99,2000-03-11
"1458",2000,"Q-Tip","Breathe And Stop","4:06",5,96,2000-02-19
"1459",2000,"R.E.M.","The Great Beyond","4:10",5,60,2000-01-22
"1460",2000,"Rascal Flatts","Prayin' For Daylight","3:36",5,66,2000-06-03
"1461",2000,"Raye, Collin","Couldn't Last A Mome...","3:40",5,67,2000-04-15
"1462",2000,"Red Hot Chili Peppers","Californication","5:21",5,79,2000-08-26
"1463",2000,"Red Hot Chili Peppers","Otherside","4:13",5,51,2000-03-11
"1464",2000,"Rimes, LeAnn","Big Deal","3:03",5,51,1999-11-13
"1465",2000,"Rimes, LeAnn","Can't Fight The Moon...","3:33",5,96,2000-10-07
"1466",2000,"Rimes, LeAnn","I Need You","3:42",5,59,2000-06-24
"1467",2000,"Rogers, Kenny","Buy Me A Rose","3:46",5,54,2000-04-08
"1468",2000,"Ruff Endz","No More","3:56",5,12,2000-07-29
"1469",2000,"Sammie","I Like It","4:09",5,40,2000-02-26
"1470",2000,"Santana","Maria, Maria","4:18",5,2,2000-03-11
"1471",2000,"Savage Garden","Crash And Burn","4:41",5,33,2000-05-06
"1472",2000,"Savage Garden","I Knew I Loved You","4:07",5,20,1999-11-20
"1473",2000,"SheDaisy","I Will.. But","3:40",5,59,2000-08-12
"1474",2000,"SheDaisy","This Woman Needs","3:20",5,57,2000-03-04
"1475",2000,"Sheist, Shade","Where I Wanna Be","4:16",5,100,2000-12-09
"1476",2000,"Shyne","Bad Boyz","4:22",5,82,2000-10-07
"1477",2000,"Simpson, Jessica","I Think I'm In Love ...","3:32",5,25,2000-07-29
"1478",2000,"Simpson, Jessica","Where You Are","3:51",5,76,2000-04-29
"1479",2000,"Sisqo","Got To Get It","3:52",5,48,1999-12-18
"1480",2000,"Sisqo","Incomplete","3:52",5,61,2000-07-22
"1481",2000,"Sisqo","Thong Song","4:05",5,26,2000-02-26
"1482",2000,"Sister Hazel","Change Your Mind","4:02",5,63,2000-08-12
"1483",2000,"Smash Mouth","Then The Morning Com...","3:04",5,27,1999-11-27
"1484",2000,"Son By Four","A Puro Dolor (Purest...","3:30",5,72,2000-05-06
"1485",2000,"Sonique","It Feels So Good","3:48",5,19,2000-02-19
"1486",2000,"SoulDecision","Faded","3:25",5,56,2000-08-05
"1487",2000,"Spears, Britney","From The Bottom Of M...","4:30",5,14,2000-02-26
"1488",2000,"Spears, Britney","Lucky","3:23",5,23,2000-09-09
"1489",2000,"Spears, Britney","Oops!.. I Did It Aga...","3:30",5,15,2000-05-20
"1490",2000,"Splender","I Think God Can Expl...","3:55",5,62,2000-07-08
"1491",2000,"Sting","Desert Rose","3:52",5,55,2000-06-10
"1492",2000,"Stone Temple Pilots","Sour Girl","4:16",5,78,2000-08-05
"1493",2000,"Stone, Angie","No More Rain (In Thi...","4:42",5,56,2000-01-22
"1494",2000,"Strait, George","Go On","3:48",5,53,2000-09-23
"1495",2000,"Strait, George","The Best Day","3:24",5,44,2000-02-26
"1496",2000,"Sugar Ray","Falls Apart","4:15",5,34,2000-02-12
"1497",2000,"TLC","Dear Lie","4:36",5,56,2000-03-11
"1498",2000,"Tamar","If You Don't Wanna L...","4:02",5,92,2000-04-22
"1499",2000,"Tamia","Can't Go For That","3:38",5,97,2000-10-14
"1500",2000,"Third Eye Blind","Deep Inside Of You","4:10",5,70,2000-09-30
"1501",2000,"Third Eye Blind","Never Let You Go","3:57",5,23,2000-02-19
"1502",2000,"Thomas, Carl","Emotional","4:31",5,54,2000-12-23
"1503",2000,"Thomas, Carl","I Wish","3:50",5,32,2000-04-22
"1504",2000,"Thomas, Carl","Summer Rain","4:57",5,82,2000-10-21
"1505",2000,"Tippin, Aaron","Kiss This","2:53",5,52,2000-09-23
"1506",2000,"Train","Meet Virginia","3:55",5,48,1999-11-06
"1507",2000,"Trick Daddy","Shut Up","4:17",5,83,2000-06-17
"1508",2000,"Tritt, Travis","Best Of Intentions","4:15",5,63,2000-09-16
"1509",2000,"Urban, Keith","Your Everything","4:10",5,67,2000-08-12
"1510",2000,"Usher","Pop Ya Collar","3:36",5,62,2000-12-02
"1511",2000,"Vassar, Phil","Carlene","4:07",5,57,2000-04-01
"1512",2000,"Vassar, Phil","Just Another Day In ...","3:54",5,53,2000-10-28
"1513",2000,"Vertical Horizon","Everything You Want","4:01",5,40,2000-02-19
"1514",2000,"Vertical Horizon","You're A God","3:45",5,37,2000-09-23
"1515",2000,"Vitamin C","Graduation (Friends ...","4:23",5,46,2000-05-13
"1516",2000,"Vitamin C","The Itch","3:30",5,57,2000-12-30
"1517",2000,"Walker, Clay","Live, Laugh, Love","4:06",5,94,2000-01-01
"1518",2000,"Walker, Clay","The Chain Of Love","5:03",5,51,2000-05-13
"1519",2000,"Wallflowers, The","Sleepwalker","3:29",5,90,2000-11-25
"1520",2000,"Westlife","Swear It Again","4:07",5,55,2000-04-29
"1521",2000,"Williams, Robbie","Angels","3:56",5,62,1999-12-18
"1522",2000,"Wills, Mark","Back At One","4:00",5,37,2000-02-12
"1523",2000,"Worley, Darryl","When You Need My Lov...","3:35",5,85,2000-07-15
"1524",2000,"Wright, Chely","It Was","3:51",5,71,2000-04-01
"1525",2000,"Yankee Grey","Another Nine Minutes","3:10",5,83,2000-05-27
"1526",2000,"Yearwood, Trisha","Real Live Woman","3:55",5,81,2000-04-29
"1527",2000,"Ying Yang Twins","Whistle While You Tw...","4:19",5,84,2000-04-15
"1528",2000,"matchbox twenty","Bent","4:12",5,22,2000-05-27
"1529",2000,"2 Pac","Baby Don't Cry (Keep...","4:22",6,94,2000-04-01
"1530",2000,"3 Doors Down","Kryptonite","3:53",6,57,2000-05-13
"1531",2000,"3 Doors Down","Loser","4:24",6,65,2000-11-25
"1532",2000,"504 Boyz","Wobble Wobble","3:35",6,31,2000-05-20
"1533",2000,"98^0","Give Me Just One Nig...","3:24",6,19,2000-09-23
"1534",2000,"Aaliyah","I Don't Wanna","4:15",6,35,2000-03-04
"1535",2000,"Aaliyah","Try Again","4:03",6,18,2000-04-22
"1536",2000,"Adams, Yolanda","Open My Heart","5:30",6,67,2000-09-30
"1537",2000,"Adkins, Trace","More","3:05",6,69,2000-06-03
"1538",2000,"Aguilera, Christina","Come On Over Baby (A...","3:38",6,18,2000-09-09
"1539",2000,"Aguilera, Christina","I Turn To You","4:00",6,19,2000-05-20
"1540",2000,"Aguilera, Christina","What A Girl Wants","3:18",6,13,2000-01-01
"1541",2000,"Alice Deejay","Better Off Alone","6:50",6,36,2000-05-13
"1542",2000,"Amber","Sexual","4:38",6,93,1999-08-21
"1543",2000,"Anthony, Marc","My Baby You","3:59",6,81,2000-10-21
"1544",2000,"Anthony, Marc","You Sang To Me","3:50",6,27,2000-04-01
"1545",2000,"Avant","My First Love","4:28",6,33,2000-12-09
"1546",2000,"Avant","Separated","4:13",6,30,2000-06-03
"1547",2000,"BBMak","Back Here","3:35",6,34,2000-06-03
"1548",2000,"Backstreet Boys, The","Shape Of My Heart","3:49",6,12,2000-11-18
"1549",2000,"Backstreet Boys, The","Show Me The Meaning ...","3:54",6,14,2000-02-05
"1550",2000,"Backstreet Boys, The","The One","3:46",6,30,2000-07-01
"1551",2000,"Badu, Erkyah","Bag Lady","5:03",6,42,2000-09-23
"1552",2000,"Baha Men","Who Let The Dogs Out","3:17",6,54,2000-08-26
"1553",2000,"Barenaked Ladies","Pinch Me","3:46",6,37,2000-10-14
"1554",2000,"Beenie Man","Girls Dem Sugar","4:17",6,63,2000-11-25
"1555",2000,"Before Dark","Monica","4:04",6,87,2000-06-24
"1556",2000,"Big Punisher","It's So Hard","3:25",6,81,2000-05-27
"1557",2000,"Black Rob","Whoa!","4:04",6,46,2000-04-08
"1558",2000,"Black, Clint","Been There","5:28",6,57,2000-03-25
"1559",2000,"Blaque","Bring It All To Me","3:46",6,19,1999-11-27
"1560",2000,"Blige, Mary J.","Deep Inside","5:26",6,73,1999-12-18
"1561",2000,"Blige, Mary J.","Give Me You","5:00",6,77,2000-05-20
"1562",2000,"Blink-182","All The Small Things","2:52",6,51,2000-01-08
"1563",2000,"Bloodhound Gang","The Bad Touch","4:20",6,57,2000-04-22
"1564",2000,"Bon Jovi","It's My Life","3:44",6,45,2000-09-16
"1565",2000,"Braxton, Toni","He Wasn't Man Enough","4:21",6,24,2000-04-22
"1566",2000,"Braxton, Toni","Just Be A Man About ...","4:10",6,32,2000-09-02
"1567",2000,"Brock, Chad","Yes!","3:22",6,47,2000-05-13
"1568",2000,"Brooks & Dunn","You'll Always Be Lov...","2:58",6,83,2000-07-15
"1569",2000,"Brooks, Garth","Do What You Gotta Do","2:56",6,77,2000-03-25
"1570",2000,"Byrd, Tracy","Put Your Hand In Min...","4:30",6,88,2000-03-04
"1571",2000,"Cagle, Chris","My Love Goes On And ...","3:02",6,83,2000-11-25
"1572",2000,"Cam'ron","What Means The World...","4:38",6,83,2000-11-18
"1573",2000,"Carey, Mariah","Crybaby","5:19",6,90,2000-07-29
"1574",2000,"Carey, Mariah","Thank God I Found Yo...","4:14",6,37,2000-01-15
"1575",2000,"Carter, Aaron","Aaron's Party (Come ...","3:23",6,37,2000-09-30
"1576",2000,"Carter, Torrey","Take That","3:43",6,87,2000-07-29
"1577",2000,"Changing Faces","That Other Woman","4:00",6,76,2000-11-04
"1578",2000,"Chesney, Kenny","I Lost It","3:54",6,53,2000-11-25
"1579",2000,"Chesney, Kenny","What I Need To Do","4:05",6,69,2000-05-06
"1580",2000,"Clark Family Experience","Meanwhile Back At Th...","2:56",6,80,2000-12-23
"1581",2000,"Clark, Terri","A Little Gasoline","3:07",6,99,2001-01-20
"1582",2000,"Common","The Light","3:55",6,44,2000-09-09
"1583",2000,"Counting Crows","Hanginaround","4:07",6,37,1999-12-11
"1584",2000,"Creed","Higher","5:16",6,58,1999-10-16
"1585",2000,"Creed","With Arms Wide Open","3:52",6,68,2000-06-17
"1586",2000,"Cyrus, Billy Ray","You Won't Be Lonely ...","3:45",6,88,2000-10-28
"1587",2000,"D'Angelo","Untitled (How Does I...","7:10",6,25,2000-02-26
"1588",2000,"DMX","Party Up (Up In Here...","3:45",6,44,2000-04-01
"1589",2000,"DMX","What You Want","4:05",6,79,2000-08-05
"1590",2000,"DMX","What's My Name","3:50",6,73,2000-02-19
"1591",2000,"Da Brat","That's What I'm Look...","3:44",6,60,2000-04-01
"1592",2000,"Da Brat","What'Chu Like","3:57",6,41,2000-07-08
"1593",2000,"Davidson, Clay","Unconditional","3:56",6,78,2000-04-29
"1594",2000,"Destiny's Child","Independent Women Pa...","3:38",6,15,2000-10-28
"1595",2000,"Destiny's Child","Jumpin' Jumpin'","3:48",6,50,2000-06-17
"1596",2000,"Destiny's Child","Say My Name","4:31",6,13,2000-01-29
"1597",2000,"Diffie, Joe","It's Always Somethin...","2:55",6,57,2000-09-16
"1598",2000,"Diffie, Joe","The Quittin' Kind","3:23",6,94,2000-02-05
"1599",2000,"Dion, Celine","That's The Way It Is","4:03",6,34,1999-12-18
"1600",2000,"Dixie Chicks, The","Cold Day In July","5:12",6,68,2000-07-29
"1601",2000,"Dixie Chicks, The","Cowboy Take Me Away","4:51",6,52,2000-01-01
"1602",2000,"Dixie Chicks, The","Goodbye Earl","4:19",6,20,2000-04-22
"1603",2000,"Dixie Chicks, The","Without You","3:32",6,49,2000-11-11
"1604",2000,"Dr. Dre","Forgot About Dre","3:42",6,30,2000-02-26
"1605",2000,"Dr. Dre","The Next Episode","2:38",6,41,2000-07-01
"1606",2000,"Drama","Left, Right, Left","3:37",6,73,2000-03-18
"1607",2000,"Dream","He Loves U Not","3:43",6,42,2000-11-04
"1608",2000,"Eastsidaz, The","G'D Up","4:27",6,47,2000-02-12
"1609",2000,"Eiffel 65","Blue","3:29",6,11,2000-01-15
"1610",2000,"Elliott, Missy ""Misdemeanor""","Hot Boyz","3:51",6,7,2000-01-01
"1611",2000,"Eminem","Stan","5:26",6,51,2000-12-09
"1612",2000,"Eminem","The Real Slim Shady","4:42",6,7,2000-06-10
"1613",2000,"Eminem","The Way I Am","4:40",6,58,2000-09-30
"1614",2000,"Evans, Sara","Born To Fly","5:36",6,51,2000-11-25
"1615",2000,"Eve","Love Is Blind","3:51",6,40,2000-02-12
"1616",2000,"Everclear","Wonderful","4:30",6,25,2000-08-12
"1617",2000,"Fabian, Lara","I Will Love Again","3:43",6,52,2000-07-15
"1618",2000,"Fatboy Slim","The Rockafeller Skan...","4:00",6,77,1999-12-18
"1619",2000,"Filter","Take A Picture","4:23",6,38,2000-01-01
"1620",2000,"Foo Fighters","Learn To Fly","3:55",6,52,1999-11-20
"1621",2000,"Funkmaster Flex","Do You","4:14",6,94,2000-12-16
"1622",2000,"Gill, Vince","Feels Like Love","4:13",6,65,2000-10-07
"1623",2000,"Gilman, Billy","One Voice","4:07",6,56,2000-07-22
"1624",2000,"Ginuwine","None Of Ur Friends B...","4:12",6,63,2000-01-15
"1625",2000,"Ginuwine","The Best Man I Can B...","4:06",6,88,2000-02-12
"1626",2000,"Goo Goo Dolls","Broadway","3:54",6,31,2000-05-27
"1627",2000,"Gray, Macy","I Try","3:52",6,20,2000-03-25
"1628",2000,"Griggs, Andy","She's More","3:19",6,55,2000-04-15
"1629",2000,"Guy","Dancin'","4:08",6,44,2000-01-22
"1630",2000,"Hanson","This Time Around","4:14",6,71,2000-05-27
"1631",2000,"Hart, Beth","L.A. Song","3:47",6,99,2000-01-01
"1632",2000,"Heatherly, Eric","Flowers On The Wall","3:16",6,77,2000-06-03
"1633",2000,"Henley, Don","Taking You Home","4:08",6,62,2000-07-29
"1634",2000,"Herndon, Ty","No Mercy","4:43",6,98,2000-04-22
"1635",2000,"Hill, Faith","Breathe","4:04",6,35,1999-12-11
"1636",2000,"Hill, Faith","Let's Make Love","4:11",6,60,2000-09-16
"1637",2000,"Hoku","Another Dumb Blonde","3:47",6,34,2000-03-25
"1638",2000,"Hot Boys","I Need A Hot Girl","4:16",6,70,2000-03-25
"1639",2000,"Houston, Whitney","Could I Have This Ki...","3:54",6,59,2000-07-22
"1640",2000,"Houston, Whitney","I Learned From The B...","4:18",6,27,2000-03-25
"1641",2000,"Houston, Whitney","My Love Is Your Love","4:16",6,9,1999-10-09
"1642",2000,"Houston, Whitney","Same Script, Differe...","4:45",6,75,2000-07-22
"1643",2000,"IMx","Stay The Night","3:37",6,38,1999-11-13
"1644",2000,"Ice Cube","You Can Do It","4:20",6,40,2000-01-08
"1645",2000,"Ideal","Whatever","3:48",6,56,2000-07-15
"1646",2000,"Iglesias, Enrique","Be With You","3:36",6,12,2000-05-06
"1647",2000,"Iglesias, Enrique","Rhythm Divine","7:35",6,39,2000-01-08
"1648",2000,"J-Shin","One Night Stand","4:34",6,62,2000-01-29
"1649",2000,"Ja Rule","Between Me And You","4:05",6,22,2000-10-21
"1650",2000,"Jackson, Alan","It Must Be Love","2:53",6,49,2000-07-29
"1651",2000,"Jackson, Alan","Pop A Top","3:04",6,57,1999-12-18
"1652",2000,"Jackson, Alan","www.memory","2:36",6,49,2000-12-09
"1653",2000,"Jagged Edge","He Can't Love U","3:30",6,18,2000-01-15
"1654",2000,"Jagged Edge","Let's Get Married","4:23",6,42,2000-06-10
"1655",2000,"Janet","Doesn't Really Matte...","4:17",6,22,2000-07-22
"1656",2000,"Jay-Z","Anything","3:41",6,74,2000-04-01
"1657",2000,"Jay-Z","Big Pimpin'","3:55",6,25,2000-05-27
"1658",2000,"Jay-Z","Do It Again (Put Ya ...","3:47",6,84,2000-02-19
"1659",2000,"Jay-Z","Hey Papi","3:40",6,83,2000-09-16
"1660",2000,"Jay-Z","I Just Wanna Love U ...","3:50",6,19,2000-12-02
"1661",2000,"Jean, Wyclef","911","4:00",6,48,2000-11-11
"1662",2000,"Joe","I Wanna Know","4:57",6,33,2000-02-05
"1663",2000,"Joe","Treat Her Like A Lad...","4:12",6,64,2000-09-09
"1664",2000,"John, Elton","Someday Out Of The B...","4:41",6,60,2000-05-27
"1665",2000,"Jones, Donell","Where I Wanna Be","6:22",6,41,2000-05-27
"1666",2000,"Jordan, Montell","Get It On.. Tonite","4:34",6,61,1999-11-27
"1667",2000,"Juvenile","U Understand","3:51",6,96,2000-03-11
"1668",2000,"Kandi","Don't Think I'm Not","3:50",6,42,2000-09-09
"1669",2000,"Keith, Toby","Country Comes To Tow...","3:39",6,62,2000-09-09
"1670",2000,"Keith, Toby","How Do You Like Me N...","3:29",6,43,2000-03-04
"1671",2000,"Kelis","Caught Out There","4:09",6,54,2000-01-08
"1672",2000,"Kid Rock","Only God Knows Why","5:27",6,26,2000-03-25
"1673",2000,"Kravitz, Lenny","I Belong To You","4:17",6,83,2000-04-29
"1674",2000,"Kumbia Kings","U Don't Love Me","3:50",6,70,2000-04-08
"1675",2000,"Lawrence, Tracy","Lessons Learned","2:55",6,48,2000-03-04
"1676",2000,"Levert, Gerald","Mr. Too Damn Good","4:06",6,86,2000-04-22
"1677",2000,"Lil Bow Wow","Bounce With Me","3:22",6,20,2000-09-23
"1678",2000,"Lil Wayne","Tha Block Is Hot","4:13",6,72,2000-01-08
"1679",2000,"Lil' Kim","How Many Licks?","3:50",6,89,2000-12-30
"1680",2000,"Lil' Kim","No Matter What They ...","4:12",6,73,2000-08-19
"1681",2000,"Lil' Mo","Ta Da","4:17",6,95,2000-09-16
"1682",2000,"Lil' Zane","Callin' Me","3:43",6,21,2000-09-02
"1683",2000,"Limp Bizkit","N 2 Gether Now","3:55",6,73,2000-01-08
"1684",2000,"Limp Bizkit","Re-Arranged","4:08",6,99,2000-01-08
"1685",2000,"Limp Bizkit","Rollin'","4:04",6,65,2000-12-16
"1686",2000,"Lonestar","Amazed","4:25",6,33,1999-07-10
"1687",2000,"Lonestar","Smile","3:33",6,47,2000-01-22
"1688",2000,"Lonestar","What About Now","3:30",6,50,2000-07-15
"1689",2000,"Lopez, Jennifer","Feelin' Good","4:28",6,54,2000-03-25
"1690",2000,"Loveless, Patty","That's The Kind Of M...","3:27",6,88,2000-10-21
"1691",2000,"Lox","Ryde or Die, Chick","3:56",6,97,2000-04-22
"1692",2000,"Lucy Pearl","Dance Tonight","3:45",6,49,2000-06-24
"1693",2000,"Ludacris","What's Your Fantasy","4:16",6,40,2000-11-04
"1694",2000,"M2M","Don't Say You Love M...","3:41",6,44,1999-12-25
"1695",2000,"M2M","Mirror Mirror","3:19",6,68,2000-05-06
"1696",2000,"Madison Avenue","Don't Call Me Baby","3:44",6,92,2000-08-12
"1697",2000,"Madonna","American Pie","4:30",6,32,2000-03-25
"1698",2000,"Madonna","Music","3:45",6,1,2000-09-16
"1699",2000,"Martin, Ricky","Shake Your Bon-Bon","3:08",6,39,1999-12-25
"1700",2000,"Martin, Ricky","She Bangs","4:02",6,16,2000-11-11
"1701",2000,"Mary Mary","Shackles (Praise You...","3:12",6,37,2000-04-29
"1702",2000,"McBride, Martina","Love's The Only Hous...","5:13",6,52,2000-03-11
"1703",2000,"McBride, Martina","There You Are","3:26",6,64,2000-10-14
"1704",2000,"McEntire, Reba","I'll Be","4:23",6,64,2000-06-17
"1705",2000,"McEntire, Reba","What Do You Say","3:26",6,63,1999-12-04
"1706",2000,"McGraw, Tim","My Best Friend","4:33",6,54,2000-01-01
"1707",2000,"McGraw, Tim","My Next Thirty Years","3:37",6,40,2000-11-25
"1708",2000,"McGraw, Tim","Some Things Never Ch...","3:56",6,60,2000-06-17
"1709",2000,"McKnight, Brian","Stay Or Let It Go","4:32",6,88,2000-04-01
"1710",2000,"Messina, Jo Dee","Because You Love Me","3:50",6,55,2000-03-04
"1711",2000,"Messina, Jo Dee","That's The Way","3:17",6,44,2000-07-29
"1712",2000,"Metallica","I Disappear","4:26",6,76,2000-06-17
"1713",2000,"Metallica","No Leaf Clover (Live...","5:43",6,80,2000-03-18
"1714",2000,"Montgomery Gentry","Daddy Won't Sell The...","4:18",6,96,2000-04-08
"1715",2000,"Montgomery, John Michael","The Little Girl","3:52",6,41,2000-10-14
"1716",2000,"Moore, Chante","Straight Up","3:40",6,83,2000-12-02
"1717",2000,"Moore, Mandy","I Wanna Be With You","4:12",6,42,2000-07-22
"1718",2000,"Mumba, Samantha","Gotta Tell You","3:19",6,25,2000-10-14
"1719",2000,"Musiq","Just Friends","4:02",6,54,2000-11-18
"1720",2000,"Mya","Case Of The Ex (What...","3:50",6,31,2000-09-23
"1721",2000,"Mya","The Best Of Me","4:12",6,50,2000-05-20
"1722",2000,"Mystikal","Shake Ya Ass","4:46",6,25,2000-09-16
"1723",2000,"N'Sync","Bye Bye Bye","3:15",6,7,2000-03-04
"1724",2000,"N'Sync","It's Gonna Be Me","3:10",6,19,2000-06-10
"1725",2000,"N'Sync","This I Promise You","4:23",6,6,2000-11-04
"1726",2000,"Nas","You Owe Me","3:51",6,59,2000-04-29
"1727",2000,"Nelly","(Hot S**t) Country G...","4:17",6,37,2000-06-03
"1728",2000,"Next","Wifey","4:03",6,31,2000-07-01
"1729",2000,"Nine Days","Absolutely (Story Of...","3:09",6,34,2000-06-10
"1730",2000,"No Doubt","Simple Kind Of Life","4:11",6,48,2000-08-05
"1731",2000,"Nu Flavor","3 Little Words","3:54",6,90,2000-07-08
"1732",2000,"Offspring, The","Original Prankster","3:42",6,78,2000-12-30
"1733",2000,"Paisley, Brad","We Danced","3:45",6,42,2000-11-18
"1734",2000,"Papa Roach","Last Resort","3:19",6,64,2000-09-02
"1735",2000,"Pearl Jam","Nothing As It Seems","5:20",6,91,2000-06-17
"1736",2000,"Pink","Most Girls","4:06",6,21,2000-09-16
"1737",2000,"Pink","There U Go","3:23",6,7,2000-04-08
"1738",2000,"Price, Kelly","As We Lay","6:20",6,79,2000-08-19
"1739",2000,"Price, Kelly","You Should've Told M...","3:12",6,79,2000-10-28
"1740",2000,"Profyle","Liar","3:57",6,16,2000-10-21
"1741",2000,"R.E.M.","The Great Beyond","4:10",6,57,2000-01-29
"1742",2000,"Rascal Flatts","Prayin' For Daylight","3:36",6,64,2000-06-10
"1743",2000,"Raye, Collin","Couldn't Last A Mome...","3:40",6,63,2000-04-22
"1744",2000,"Red Hot Chili Peppers","Californication","5:21",6,77,2000-09-02
"1745",2000,"Red Hot Chili Peppers","Otherside","4:13",6,49,2000-03-18
"1746",2000,"Rimes, LeAnn","Big Deal","3:03",6,48,1999-11-20
"1747",2000,"Rimes, LeAnn","Can't Fight The Moon...","3:33",6,99,2000-10-14
"1748",2000,"Rimes, LeAnn","I Need You","3:42",6,59,2000-07-01
"1749",2000,"Rogers, Kenny","Buy Me A Rose","3:46",6,46,2000-04-15
"1750",2000,"Ruff Endz","No More","3:56",6,15,2000-08-05
"1751",2000,"Sammie","I Like It","4:09",6,33,2000-03-04
"1752",2000,"Santana","Maria, Maria","4:18",6,3,2000-03-18
"1753",2000,"Savage Garden","Crash And Burn","4:41",6,31,2000-05-13
"1754",2000,"Savage Garden","I Knew I Loved You","4:07",6,13,1999-11-27
"1755",2000,"SheDaisy","I Will.. But","3:40",6,52,2000-08-19
"1756",2000,"SheDaisy","This Woman Needs","3:20",6,57,2000-03-11
"1757",2000,"Shyne","Bad Boyz","4:22",6,67,2000-10-14
"1758",2000,"Simpson, Jessica","I Think I'm In Love ...","3:32",6,23,2000-08-05
"1759",2000,"Simpson, Jessica","Where You Are","3:51",6,93,2000-05-06
"1760",2000,"Sisqo","Got To Get It","3:52",6,48,1999-12-25
"1761",2000,"Sisqo","Incomplete","3:52",6,55,2000-07-29
"1762",2000,"Sisqo","Thong Song","4:05",6,23,2000-03-04
"1763",2000,"Sister Hazel","Change Your Mind","4:02",6,71,2000-08-19
"1764",2000,"Smash Mouth","Then The Morning Com...","3:04",6,23,1999-12-04
"1765",2000,"Son By Four","A Puro Dolor (Purest...","3:30",6,73,2000-05-13
"1766",2000,"Sonique","It Feels So Good","3:48",6,17,2000-02-26
"1767",2000,"SoulDecision","Faded","3:25",6,43,2000-08-12
"1768",2000,"Spears, Britney","From The Bottom Of M...","4:30",6,14,2000-03-04
"1769",2000,"Spears, Britney","Lucky","3:23",6,29,2000-09-16
"1770",2000,"Spears, Britney","Oops!.. I Did It Aga...","3:30",6,13,2000-05-27
"1771",2000,"Splender","I Think God Can Expl...","3:55",6,64,2000-07-15
"1772",2000,"Sting","Desert Rose","3:52",6,52,2000-06-17
"1773",2000,"Stone Temple Pilots","Sour Girl","4:16",6,87,2000-08-12
"1774",2000,"Stone, Angie","No More Rain (In Thi...","4:42",6,60,2000-01-29
"1775",2000,"Strait, George","Go On","3:48",6,48,2000-09-30
"1776",2000,"Strait, George","The Best Day","3:24",6,44,2000-03-04
"1777",2000,"Sugar Ray","Falls Apart","4:15",6,29,2000-02-19
"1778",2000,"TLC","Dear Lie","4:36",6,74,2000-03-18
"1779",2000,"Tamar","If You Don't Wanna L...","4:02",6,93,2000-04-29
"1780",2000,"Third Eye Blind","Deep Inside Of You","4:10",6,69,2000-10-07
"1781",2000,"Third Eye Blind","Never Let You Go","3:57",6,22,2000-02-26
"1782",2000,"Thomas, Carl","Emotional","4:31",6,47,2000-12-30
"1783",2000,"Thomas, Carl","I Wish","3:50",6,28,2000-04-29
"1784",2000,"Thomas, Carl","Summer Rain","4:57",6,83,2000-10-28
"1785",2000,"Tippin, Aaron","Kiss This","2:53",6,47,2000-09-30
"1786",2000,"Train","Meet Virginia","3:55",6,45,1999-11-13
"1787",2000,"Trick Daddy","Shut Up","4:17",6,83,2000-06-24
"1788",2000,"Tritt, Travis","Best Of Intentions","4:15",6,56,2000-09-23
"1789",2000,"Urban, Keith","Your Everything","4:10",6,64,2000-08-19
"1790",2000,"Usher","Pop Ya Collar","3:36",6,79,2000-12-09
"1791",2000,"Vassar, Phil","Carlene","4:07",6,53,2000-04-08
"1792",2000,"Vassar, Phil","Just Another Day In ...","3:54",6,46,2000-11-04
"1793",2000,"Vertical Horizon","Everything You Want","4:01",6,33,2000-02-26
"1794",2000,"Vertical Horizon","You're A God","3:45",6,31,2000-09-30
"1795",2000,"Vitamin C","Graduation (Friends ...","4:23",6,40,2000-05-20
"1796",2000,"Vitamin C","The Itch","3:30",6,58,2001-01-06
"1797",2000,"Walker, Clay","Live, Laugh, Love","4:06",6,95,2000-01-08
"1798",2000,"Walker, Clay","The Chain Of Love","5:03",6,48,2000-05-20
"1799",2000,"Wallflowers, The","Sleepwalker","3:29",6,96,2000-12-02
"1800",2000,"Westlife","Swear It Again","4:07",6,46,2000-05-06
"1801",2000,"Williams, Robbie","Angels","3:56",6,56,1999-12-25
"1802",2000,"Wills, Mark","Back At One","4:00",6,37,2000-02-19
"1803",2000,"Worley, Darryl","When You Need My Lov...","3:35",6,85,2000-07-22
"1804",2000,"Wright, Chely","It Was","3:51",6,69,2000-04-08
